,input,output
0,0.0,0.0
1,0.26010360283760314,0.3410472504785318
2,0.7056865701860585,0.4147478843408605
3,0.5971443629330441,0.7521278025374102
4,0.8311333248074374,0.5644564045709624
5,0.5698925761503798,0.7689223397907793
6,0.7512523625169764,0.7226526111715704
7,0.9273522206208855,0.6190178896863857
8,0.5472453594034685,1.7876819902002612
9,1.0,271.8281828459045
10,0.0,0.0
11,0.05675236460155142,0.06490593344692792
12,0.15340393612285075,0.35177347707477025
13,0.6745467866369153,0.22392889873639354
14,0.3270181512686118,0.5840389474164119
15,0.5316552381374077,0.2824016780527196
16,0.2823262125796825,0.27977202898241826
17,0.07982839425555355,0.43313793297235514
18,0.6444115959127014,1.3639200770175952
19,1.0,271.8281828459045
20,0.0,0.0
21,0.5284159723779436,0.021937554811518167
22,0.06746717885203124,0.5830976015822337
23,0.6655314278754498,0.05672456909253509
24,0.07854624925171438,0.5392984238009434
25,0.4511895496679361,0.2635461756441736
26,0.4930871097794879,0.6536303381170001
27,0.9080107009941885,0.6153160630591223
28,0.7980069588864304,1.7780112303869127
29,1.0,271.8281828459045
30,0.0,0.0
31,0.2978152173994899,0.44815717914410563
32,0.9199064275172061,0.2794205115903667
33,0.28877800287016975,0.9107077574072031
34,0.9340733772158755,0.4747178903985039
35,0.6987819078683372,0.7953072295813552
36,0.7010820896896899,0.7296884205768677
37,0.8125345077135231,0.4531952084085702
38,0.26577026967512396,1.7302731337465798
39,1.0,271.8281828459045
40,0.0,0.0
41,0.6428585601683141,0.15477813726966544
42,0.3331483437683258,0.6610933299982205
43,0.7070802969170529,0.5699172077940672
44,0.839250361738484,0.8086326796684352
45,0.9483091923613164,0.5982169376378161
46,0.40172452128000324,0.6466794376118569
47,0.39698925729052204,0.5055513311158086
48,0.6698400834992876,1.5225005085350796
49,1.0,271.8281828459045
50,0.0,0.0
51,0.7328508816048614,0.2608802382900285
52,0.5453525458090518,0.709994199821936
53,0.7148897151279368,0.4092565450207352
54,0.30572483415109397,0.7211389353434688
55,0.7655122855004997,0.3732070141033566
56,0.4852302017984742,0.48696641775030103
57,0.260360124428227,0.45667172011499163
58,0.4885751809791826,1.454185942103932
59,1.0,271.8281828459045
60,0.0,0.0
61,0.5642876978926278,0.35565995779966664
62,0.7349119848283281,0.46583305416219717
63,0.39513060752069273,0.7457031102026227
64,0.7890585254955925,0.5972191882455892
65,0.8374318989119849,0.8639915238156399
66,0.9834655298785422,0.6436461154931488
67,0.5017999065024373,0.5487549185087662
68,0.17450624968666373,1.574905833141037
69,1.0,271.8281828459045
70,0.0,0.0
71,0.696101868363299,0.24926840398441605
72,0.522128877197827,0.6992734472239303
73,0.7301972231734877,0.6970404906066616
74,0.9045163939341718,0.3832184380358577
75,0.07436378283972689,0.7851829481750607
76,0.7103905101588049,0.2953076483672086
77,0.568191088322815,0.5110946487040395
78,0.3722607297969478,1.6081014240512257
79,1.0,271.8281828459045
80,0.0,0.0
81,0.4421615976088108,0.10301406111652085
82,0.2296201914620366,0.6278160163427168
83,0.841222632165549,0.20252967647575326
84,0.20800345140814536,0.6970618629702918
85,0.5910252237165335,0.26252794657087386
86,0.36159344947645733,0.5690460826347383
87,0.5990065159810677,0.5485956929705019
88,0.7960598790122201,1.6235091378803523
89,1.0,271.8281828459045
90,0.0,0.0
91,0.22420018164427624,0.26975108705050416
92,0.5630942433300031,0.21932042258802864
93,0.24219286062070733,0.668302202253906
94,0.8060744510964845,0.12979737652148934
95,0.055526022363770466,0.5476305828805271
96,0.33372772240742477,0.44971101145070363
97,0.8958355749657616,0.42959080384583515
98,0.5859158278319192,1.7719236673726995
99,1.0,271.8281828459045
100,0.0,0.0
101,0.17289947421751917,0.27038301675560683
102,0.5643581027402086,0.23007721609188725
103,0.3150071550551816,0.6286193910366538
104,0.7254449692517743,0.25054294010983197
105,0.22420285510598148,0.7798240591748186
106,0.8787441568407179,0.2917567129767357
107,0.41125014527561465,0.6067811231558108
108,0.3952800320185772,1.5296309525276257
109,1.0,271.8281828459045
110,0.0,0.0
111,0.895794962702125,0.10562968191358475
112,0.2348514330561644,0.5034395331661391
113,0.13883630071907926,0.25462559624158676
114,0.30696404934568455,0.06822935059013444
115,0.035746530402688714,0.470581053260899
116,0.6787390649189684,0.4809733998753646
117,0.978139843776165,0.3759603014063363
118,0.13364348044137764,1.813075801777901
119,1.0,271.8281828459045
120,0.0,0.0
121,0.01019930927003354,0.48509608059936044
122,0.9937842304277157,0.2552427447517677
123,0.5280383773224282,0.535613345002921
124,0.11000674949680178,0.6979263825703079
125,0.9059385177596866,0.47833345396795657
126,0.8912011661819665,0.6804910290824462
127,0.5069831148333305,0.6908575843798966
128,0.5509759451255006,1.5774974373064836
129,1.0,271.8281828459045
130,0.0,0.0
131,0.7664861326548749,0.2899760394569199
132,0.6035441481428346,0.414191959977516
133,0.08964998438908334,0.3194308126708436
134,0.06788176711752802,0.3794204497789188
135,0.7073150451102533,0.09590927174138722
136,0.16847778410810144,0.7724590829373938
137,0.889542695192659,0.5196041322355511
138,0.9311924229106743,1.768777227486148
139,1.0,271.8281828459045
